id,type,slug,display_name,ssa_site_code,ssa_office_name,region,ssa_last_updated,address1,address2,city,state,zipcode,tel_public,tel_call_back,fax,modified
135,2,bedford-heights-ny-fo,Bedford Heights NY FO,160,BEDFORD HEIGHTS NY,NULL,10/1/2020,1540 Fulton Street,,Brooklyn,NY,11216,18665924845,NULL,NULL,2020-12-19 16:07:38.005+00
136,2,rockaway-park-ny-fo,Rockaway Park NY FO,162,ROCKAWAY PARK NY,NULL,10/1/2020,11306 Rockaway Bch Blvd,,Rockaway Park,NY,11694,18663312310,NULL,NULL,2020-12-19 16:07:55.363+00
137,2,riverhead-ny-fo,Riverhead NY FO,163,RIVERHEAD NY,NULL,10/1/2020,526 East Main Street,,Riverhead,NY,11901,18883979819,NULL,NULL,2020-12-19 16:07:55.23+00
138,2,wailuku-hi-fo,Wailuku HI FO,166,WAILUKU HI,NULL,10/1/2020,2200 Main Street,Suite 125,Wailuku,HI,96793,18555724863,NULL,NULL,2020-12-19 16:07:57.767+00
139,2,kapolei-hi-fo,Kapolei HI FO,167,KAPOLEI HI,NULL,10/1/2020,970 Manawai Street,,Kapolei,HI,96707,18555724866,NULL,NULL,2020-12-19 16:07:46.7+00
140,2,guam-fo,Guam FO,168,GUAM,NULL,10/1/2020,770 East Sunset Blvd,Suite 155,Barrigada,GU,96913,18556166393,NULL,NULL,2020-12-19 16:07:44.222+00
141,2,newark-nj-fo,Newark NJ FO,170,NEWARK NJ,NULL,10/1/2020,970 Broad Street,Room 1035,Newark,NJ,7102,18772551507,NULL,NULL,2020-12-19 16:07:50.646+00
142,2,trenton-nj-fo,Trenton NJ FO,171,TRENTON NJ,NULL,10/1/2020,635 S Clinton Ave,Roebling Market,Trenton,NJ,8611,18669640026,NULL,NULL,2020-12-19 16:07:57.416+00
143,2,cherry-hill-nj-fo,Cherry Hill NJ FO,172,CHERRY HILL NJ,NULL,10/1/2020,Suite 200,6 Executive Campus,Cherry Hill,NJ,8002,18669312879,NULL,NULL,2020-12-19 16:07:39.381+00
144,2,paterson-nj-fo,Paterson NJ FO,173,PATERSON NJ,NULL,10/1/2020,200 Federal Plz,First Floor,Paterson,NJ,7505,18883979806,NULL,NULL,2020-12-19 16:07:53.08+00
145,2,union-township-nj-fo,Union Township NJ FO,174,UNION TOWNSHIP NJ,NULL,10/1/2020,855 Lehigh Ave,,Union,NJ,7083,18778036306,NULL,NULL,2020-12-19 16:07:57.572+00
146,2,woodbridge-nj-fo,Woodbridge NJ FO,175,WOODBRIDGE NJ,NULL,10/1/2020,190 Middlesex Trnpike,3Rd Floor,Iselin,NJ,8830,18776002852,NULL,NULL,2020-12-19 16:07:58.333+00
147,2,jersey-city-nj-fo,Jersey City NJ FO,176,JERSEY CITY NJ,NULL,10/1/2020,325 West Side Avenue,,Jersey City,NJ,7305,18774052884,NULL,NULL,2020-12-19 16:07:46.393+00
148,2,clifton-nj-fo,Clifton NJ FO,177,CLIFTON NJ,NULL,10/1/2020,935 Allwood Rd,,Clifton,NJ,7012,18669640170,NULL,NULL,2020-12-19 16:07:40.043+00
149,2,egg-harbor-twp-nj-fo,Egg Harbor Twp NJ FO,178,EGG HARBOR TWP NJ,NULL,10/1/2020,1350 Doughty Rd,,Egg Harbor Twp,NJ,8234,18777140394,NULL,NULL,2020-12-19 16:07:42.183+00
150,2,laconia-avenue-fo,Laconia avenue FO,179,LACONIA AVENUE,NULL,10/1/2020,3247 Laconia Ave,,Bronx,NY,10469,18663470054,NULL,NULL,2020-12-19 16:07:47.23+00
151,2,bridgeton-nj-fo,Bridgeton NJ FO,180,BRIDGETON NJ,NULL,10/1/2020,149 West Broad Street,,Bridgeton,NJ,8302,18668371235,NULL,NULL,2020-12-19 16:07:38.591+00
152,2,neptune-fo,Neptune FO,181,NEPTUNE,NULL,10/1/2020,3310 State Route 66,,Neptune,NJ,7753,18774050475,NULL,NULL,2020-12-19 16:07:50.445+00
153,2,hackensack-nj-fo,Hackensack NJ FO,182,HACKENSACK NJ,NULL,10/1/2020,401 Hackensack Ave,Continental Plz 2Fl,Hackensack,NJ,7601,18669644680,NULL,NULL,2020-12-19 16:07:44.282+00
154,2,east-orange-nj-fo,East Orange NJ FO,184,EAST ORANGE NJ,NULL,10/1/2020,7 Glenwood Ave Ste 100,,East Orange,NJ,7017,18669640030,NULL,NULL,2020-12-19 16:07:41.986+00
155,2,parsippany-nj-fo,Parsippany NJ FO,186,PARSIPPANY NJ,NULL,10/1/2020,2200 State Rt 10,2Nd Floor,Parsippany,NJ,7054,18663317131,NULL,NULL,2020-12-19 16:07:52.924+00
156,2,new-brunswick-nj-fo,New Brunswick NJ FO,187,NEW BRUNSWICK NJ,NULL,10/1/2020,550 Jersey Avenue,Suite 200,New Brunswick,NJ,8901,18778036313,NULL,NULL,2020-12-19 16:07:50.498+00
157,2,springfield-ave-nj-fo,Springfield Ave NJ FO,188,SPRINGFIELD AVE NJ,NULL,10/1/2020,274 Springfield Ave,,Newark,NJ,7103,18774020821,NULL,NULL,2020-12-19 16:07:56.646+00
158,2,bellevue-wa-fo,Bellevue WA FO,190,BELLEVUE WA,NULL,10/1/2020,636 120Th Ave Ne,Suite 100,Bellevue,WA,98005,18665742323,NULL,NULL,2020-12-19 16:07:38.033+00
159,2,kent-wa-fo,Kent WA FO,191,KENT WA,NULL,10/1/2020,321 Ramsay Way,Suite 401,Kent,WA,98032,18669317671,NULL,NULL,2020-12-19 16:07:46.908+00
160,2,bloomsburg-pa-fo,Bloomsburg PA FO,192,BLOOMSBURG PA,NULL,10/1/2020,700 Market St,,Bloomsburg,PA,17815,18665269847,NULL,NULL,2020-12-19 16:07:38.313+00
161,2,phila-aramingo-pa-fo,Phila Aramingo PA FO,194,PHILA ARAMINGO PA,NULL,10/1/2020,3400 Aramingo Ave,Imperial Plaza,Philadelphia,PA,19134,18552480233,NULL,NULL,2020-12-19 16:07:53.338+00
162,2,columbia-md-fo,Columbia MD FO,195,COLUMBIA MD,NULL,10/1/2020,"Lakeside Bldg, Ste 110",Office Is Temporarily Closed,Columbia,MD,21045,18774450504,NULL,NULL,2020-12-19 16:07:40.371+00
163,2,balto-rossville-md-fo,Balto Rossville MD FO,196,BALTO ROSSVILLE MD,NULL,10/1/2020,6820 Hospital Dr,Suite 100,Baltimore,MD,21237,18663485818,NULL,NULL,2020-12-19 16:07:37.857+00
164,2,owings-mills-md-fo,Owings Mills MD FO,197,OWINGS MILLS MD,NULL,10/1/2020,5 Park Center Court,Suite 100,Owings Mills,MD,21117,18666811412,NULL,NULL,2020-12-19 16:07:52.311+00
165,2,toa-alta-pr-fo,Toa Alta PR FO,198,TOA ALTA PR,NULL,10/1/2020,Pr #167 Km 14.6 Bo Ortiz,Plaza Los Palacios,Toa Alta,PR,953,18664012598,NULL,NULL,2020-12-19 16:07:57.278+00
166,2,baltimore-wabash-md-fo,Baltimore Wabash MD FO,199,BALTIMORE WABASH MD,NULL,10/1/2020,6100A Wabash Avenue,Baltimore Wabash,Baltimore,MD,21215,18667083210,NULL,NULL,2020-12-19 16:07:37.834+00
167,2,phila-downtown-fo,Phila-Downtown FO,200,PHILA-DOWNTOWN,NULL,10/1/2020,1500 Jfk Blvd 20Th Fl,2 Penn Ctr Ste 2000A,Philadelphia,PA,19102,18666133969,NULL,NULL,2020-12-19 16:07:53.348+00
168,2,pitts-dt-pa-fo,Pitts Dt PA FO,201,PITTS DT PA,NULL,10/1/2020,921 Penn Ave,,Pittsburgh,PA,15222,18667702965,NULL,NULL,2020-12-19 16:07:53.922+00
169,2,scranton-pa-fo,Scranton PA FO,202,SCRANTON PA,NULL,10/1/2020,409 Lackawanna Avenue,Oppenheim Bldg 1St Flr,Scranton,PA,18503,18666350767,NULL,NULL,2020-12-19 16:07:56.116+00
170,2,reading-pa-fo,Reading PA FO,203,READING PA,NULL,10/1/2020,201 Penn St,Ste 200,Reading,PA,19601,18662745960,NULL,NULL,2020-12-19 16:07:55.013+00
171,2,harrisburg-pa-fo,Harrisburg PA FO,204,HARRISBURG PA,NULL,10/1/2020,555 Walnut Street,Suite 810,Harrisburg,PA,17101,18883271176,NULL,NULL,2020-12-19 16:07:44.48+00
172,2,erie-pa-fo,Erie PA FO,205,ERIE PA,NULL,10/1/2020,717 State St,Highmark Bldg Ste 500,Erie,PA,16501,18774052887,NULL,NULL,2020-12-19 16:07:42.542+00
173,2,hazleton-pa-fo,Hazleton PA FO,206,HAZLETON PA,NULL,10/1/2020,88 S Laurel St,,Hazleton,PA,18201,18663889878,NULL,NULL,2020-12-19 16:07:44.956+00
174,2,altoona-pa-fo,Altoona PA FO,207,ALTOONA PA,NULL,10/1/2020,303 Cayuga Ave,,Altoona,PA,16602,18882455368,NULL,NULL,2020-12-19 16:07:37.288+00
175,2,lancaster-pa-fo,Lancaster PA FO,208,LANCASTER PA,NULL,10/1/2020,Suite 101,1808 Colonial Village Ln,Lancaster,PA,17601,18883849919,NULL,NULL,2020-12-19 16:07:47.39+00
176,2,allentown-pa-fo,Allentown PA FO,209,ALLENTOWN PA,NULL,10/1/2020,41 N 4Th St,,Allentown,PA,18102,18774056746,NULL,NULL,2020-12-19 16:07:37.213+00
177,2,new-castle-pa-fo,New Castle PA FO,210,NEW CASTLE PA,NULL,10/1/2020,1708 Wilmington Rd,,New Castle,PA,16105,18663315286,NULL,NULL,2020-12-19 16:07:50.508+00
178,2,cranberry-pa-fo,Cranberry PA FO,211,CRANBERRY PA,NULL,10/1/2020,80 Regina Dr,,Cranberry,PA,16319,18888486464,NULL,NULL,2020-12-19 16:07:40.909+00
179,2,uniontown-pa-fo,Uniontown PA FO,212,UNIONTOWN PA,NULL,10/1/2020,Fayette Plaza,627 Pittsburgh Road,Uniontown,PA,15401,18663207459,NULL,NULL,2020-12-19 16:07:57.579+00
180,2,wilkes-barre-pa-fo,Wilkes-Barre PA FO,213,WILKES-BARRE PA,NULL,10/1/2020,7 N Wilkes Barre Blvd,"Stegmaier Bldg, St 102",Wilkes Barre,PA,18702,18666869505,NULL,NULL,2020-12-19 16:07:58.18+00
181,2,johnstown-pa-fo,Johnstown PA FO,214,JOHNSTOWN PA,NULL,10/1/2020,334 Washington St,Suite 225,Johnstown,PA,15901,18663317128,NULL,NULL,2020-12-19 16:07:46.444+00
182,2,williamsport-pa-fo,Williamsport PA FO,215,WILLIAMSPORT PA,NULL,10/1/2020,240 West 3Rd St,Suite 100,Williamsport,PA,17701,18665582572,NULL,NULL,2020-12-19 16:07:58.219+00
183,2,york-pa-fo,York PA FO,216,YORK PA,NULL,10/1/2020,2670 Industrial Hwy,Suite 2,York,PA,17402,18883295732,NULL,NULL,2020-12-19 16:07:58.453+00
184,2,chester-pa-fo,Chester PA FO,217,CHESTER PA,NULL,10/1/2020,807 Crosby Street,,Chester,PA,19013,18663981456,NULL,NULL,2020-12-19 16:07:39.393+00
185,2,phila-germantown-pa-fo,Phila Germantown PA FO,218,PHILA GERMANTOWN PA,NULL,10/1/2020,701 East Chelten Ave,,Philadelphia,PA,19144,18664950255,NULL,NULL,2020-12-19 16:07:53.381+00
186,2,phila-northeast-pa-fo,Phila NorthEAST PA FO,219,PHILA NORTHEAST PA,NULL,10/1/2020,9300 Ashton Rd,,Philadelphia,PA,19114,18663317840,NULL,NULL,2020-12-19 16:07:53.498+00
187,2,pottsville-pa-fo,Pottsville PA FO,220,POTTSVILLE PA,NULL,10/1/2020,2221 W Market Street,Suite 200,Pottsville,PA,17901,18662690880,NULL,NULL,2020-12-19 16:07:54.754+00
188,2,mckeesport-pa-fo,Mckeesport PA FO,221,MCKEESPORT PA,NULL,10/1/2020,540 5Th Ave,,Mckeesport,PA,15132,18669642037,NULL,NULL,2020-12-19 16:07:49.317+00
189,2,ambridge-pa-fo,Ambridge PA FO,222,AMBRIDGE PA,NULL,10/1/2020,350 Logan Ln,,Baden,PA,15005,18663316401,NULL,NULL,2020-12-19 16:07:37.309+00
190,2,greensburg-pa-fo,Greensburg PA FO,223,GREENSBURG PA,NULL,10/1/2020,122 W 3Rd Street,,Greensburg,PA,15601,18777489768,NULL,NULL,2020-12-19 16:07:44.109+00
191,2,new-kensington-fo,New Kensington FO,225,NEW KENSINGTON,NULL,10/1/2020,707 5Th Ave,,New Kensington,PA,15068,18883774710,NULL,NULL,2020-12-19 16:07:50.548+00
192,2,washington-pa-fo,Washington PA FO,226,WASHINGTON PA,NULL,10/1/2020,95 W Beau St,Suite 515,Washington,PA,15301,18558298917,NULL,NULL,2020-12-19 16:07:57.868+00
193,2,norristown-pa-fo,Norristown PA FO,227,NORRISTOWN PA,NULL,10/1/2020,Suite 120,1700 Markley Street,Norristown,PA,19401,18669646305,NULL,NULL,2020-12-19 16:07:50.784+00
194,2,du-bois-pa-fo,Du Bois PA FO,228,DU BOIS PA,NULL,10/1/2020,302 Liberty Blvd,,Dubois,PA,15801,18884911884,NULL,NULL,2020-12-19 16:07:41.724+00
195,2,easton-pa-fo,Easton PA FO,229,EASTON PA,NULL,10/1/2020,134 S Fourth St,,Easton,PA,18042,18669645056,NULL,NULL,2020-12-19 16:07:42.121+00
196,2,phila-university-city-fo,Phila University City FO,230,PHILA UNIVERSITY CITY,NULL,10/1/2020,4240 Market Street,,Philadelphia,PA,19104,18774459977,NULL,NULL,2020-12-19 16:07:53.522+00
197,2,pitts-east-liberty-pa-fo,Pitts East Liberty PA FO,231,PITTS EAST LIBERTY PA,NULL,10/1/2020,6117 Station St,,Pittsburgh,PA,15206,18774053575,NULL,NULL,2020-12-19 16:07:53.932+00
198,2,sharon-pa-fo,Sharon PA FO,232,SHARON PA,NULL,10/1/2020,2380 Garden Way,,Hermitage,PA,16148,18774671702,NULL,NULL,2020-12-19 16:07:56.269+00
199,2,selinsgrove-pa-fo,Selinsgrove PA FO,233,SELINSGROVE PA,NULL,10/1/2020,150 Susq Vly Mall Dr,,Selinsgrove,PA,17870,18665933796,NULL,NULL,2020-12-19 16:07:56.208+00
200,2,fairless-hills-pa-fo,Fairless Hills PA FO,234,FAIRLESS HILLS PA,NULL,10/1/2020,444 Lincoln Hwy,,Fairless Hills,PA,19030,18669647318,NULL,NULL,2020-12-19 16:07:42.748+00
201,2,chambersburg-pa-fo,Chambersburg PA FO,235,CHAMBERSBURG PA,NULL,10/1/2020,50 N Third Street,,Chambersburg,PA,17201,18666565367,NULL,NULL,2020-12-19 16:07:39.157+00
202,2,state-college-pa-fo,State College PA FO,236,STATE COLLEGE PA,NULL,10/1/2020,901 University Dr,Suite 2,State College,PA,16801,18668641516,NULL,NULL,2020-12-19 16:07:56.96+00
203,2,west-chester-pa-fo,West Chester PA FO,237,WEST CHESTER PA,NULL,10/1/2020,1101 West Chester Pike,,West Chester,PA,19382,18883063216,NULL,NULL,2020-12-19 16:07:58.014+00
204,2,indiana-pa-fo,Indiana PA FO,238,INDIANA PA,NULL,10/1/2020,1265 Wayne Ave,Suite 310 Prof Center,Indiana,PA,15701,18774057679,NULL,NULL,2020-12-19 16:07:45.749+00
205,2,butler-pa-fo,Butler PA FO,239,BUTLER PA,NULL,10/1/2020,102 Woody Dr,,Butler,PA,16001,18775834102,NULL,NULL,2020-12-19 16:07:38.866+00
206,2,lebanon-pa-fo,Lebanon PA FO,240,LEBANON PA,NULL,10/1/2020,924 Russell Drive,,Lebanon,PA,17042,18667169635,NULL,NULL,2020-12-19 16:07:47.85+00
207,2,rostraver-pa-fo,Rostraver PA FO,241,ROSTRAVER PA,NULL,10/1/2020,800 Plaza Dr,Suite 320,Rostraver Twp,PA,15012,18669314826,NULL,NULL,2020-12-19 16:07:55.48+00
208,2,upper-darby-pa-fo,Upper Darby PA FO,243,UPPER DARBY PA,NULL,10/1/2020,8645 West Chester Pike,,Upper Darby,PA,19082,18669640780,NULL,NULL,2020-12-19 16:07:57.596+00
209,2,ludington-mi-fo,Ludington MI FO,244,LUDINGTON MI,NULL,10/1/2020,150 N Jebavy Dr,,Ludington,MI,49431,18664950075,NULL,NULL,2020-12-19 16:07:48.614+00
210,2,phila-nicetown-fo,Phila-Nicetown FO,245,PHILA-NICETOWN,NULL,10/1/2020,2929 North Broad St,,Philadelphia,PA,19132,18773190727,NULL,NULL,2020-12-19 16:07:53.469+00
211,2,west-branch-mi-fo,West Branch MI FO,246,WEST BRANCH MI,NULL,10/1/2020,2938 Hansen Rd,,West Branch,MI,48661,18778970602,NULL,NULL,2020-12-19 16:07:58.006+00
212,2,walnut-creek-ca-fo,Walnut Creek CA FO,248,WALNUT CREEK CA,NULL,10/1/2020,1111 Civic Drive,Suite 180,Walnut Creek,CA,94596,18773196042,NULL,NULL,2020-12-19 16:07:57.784+00
213,2,anaheim-ca-fo,Anaheim CA FO,249,ANAHEIM CA,NULL,10/1/2020,900 S Harbor Blvd,,Anaheim,CA,92805,18666573133,NULL,NULL,2020-12-19 16:07:37.334+00
214,2,el-cajon-ca-fo,El Cajon CA FO,250,EL CAJON CA,NULL,10/1/2020,846 Arnele Ave,,El Cajon,CA,92020,18669640012,NULL,NULL,2020-12-19 16:07:42.217+00
215,2,riverside-ca-fo,Riverside CA FO,251,RIVERSIDE CA,NULL,10/1/2020,Parkway South,7880 Mission Grove,Riverside,CA,92508,18669314495,NULL,NULL,2020-12-19 16:07:55.243+00
216,2,sf-chinatown-ca-fo,SF Chinatown CA FO,252,SF CHINATOWN CA,NULL,10/1/2020,560 Kearny Street,,San Francisco,CA,94108,18773193070,NULL,NULL,2020-12-19 16:07:56.238+00
217,2,university-village-ca-fo,University Village CA FO,253,UNIVERSITY VILLAGE CA,NULL,10/1/2020,1122 W Washington Blvd,Ste 200,Los Angeles,CA,90015,18669647401,NULL,NULL,2020-12-19 16:07:57.588+00
218,2,lake-city-fl-fo,Lake City FL FO,255,LAKE CITY FL,NULL,10/1/2020,1348 Sw Bascom Norris,,Lake City,FL,32025,18776002859,NULL,NULL,2020-12-19 16:07:47.287+00
219,2,port-st-lucie-fl-fo,Port St Lucie FL FO,256,PORT ST LUCIE FL,NULL,10/1/2020,6810 S Us Hwy 1,,Port St Lucie,FL,34952,18663661627,NULL,NULL,2020-12-19 16:07:54.256+00
220,2,clearwater-fl-fo,Clearwater FL FO,257,CLEARWATER FL,NULL,10/1/2020,2340 Drew Street,,Clearwater,FL,33765,18883975325,NULL,NULL,2020-12-19 16:07:39.739+00
221,2,leesburg-fl-fo,Leesburg FL FO,258,LEESBURG FL,NULL,10/1/2020,900 N 14Th Street,Suite 100,Leesburg,FL,34748,18668363623,NULL,NULL,2020-12-19 16:07:47.899+00
222,2,deland-fl-fo,Deland FL FO,259,DELAND FL,NULL,10/1/2020,1629 S Adelle Ave,,Deland,FL,32720,18669647396,NULL,NULL,2020-12-19 16:07:41.465+00
223,2,south-broward-fl-fo,South Broward FL FO,260,SOUTH BROWARD FL,NULL,10/1/2020,12249 Pembroke Rd,,Pembroke Pines,FL,33025,18666133962,NULL,NULL,2020-12-19 16:07:56.536+00
224,2,perrine-fl-fo,Perrine FL FO,261,PERRINE FL,NULL,10/1/2020,11100 Sw 211 Street,,Miami,FL,33189,18669646593,NULL,NULL,2020-12-19 16:07:53.256+00
225,2,hialeah-fl-fo,Hialeah FL FO,262,HIALEAH FL,NULL,10/1/2020,6500 W 21 Court,,Hialeah,FL,33016,18662694250,NULL,NULL,2020-12-19 16:07:45.209+00
226,2,jacksonville-north-fl-fo,Jacksonville North FL FO,263,JACKSONVILLE NORTH FL,NULL,10/1/2020,1685 Dunn Ave,,Jacksonville,FL,32218,18666350789,NULL,NULL,2020-12-19 16:07:46.257+00
227,2,allapattah-fl-fo,Allapattah FL FO,264,ALLAPATTAH FL,NULL,10/1/2020,1251 Nw 36Th Street,Ground Floor,Miami,FL,33142,18774050469,NULL,NULL,2020-12-19 16:07:37.201+00
228,2,bradenton-fl-fo,Bradenton FL FO,265,BRADENTON FL,NULL,10/1/2020,5540 Sr 64 East,Suite 100,Bradenton,FL,34208,18778036316,NULL,NULL,2020-12-19 16:07:38.504+00
229,2,east-hillsborough-fl-fo,East Hillsborough FL FO,266,EAST HILLSBOROUGH FL,NULL,10/1/2020,2027 S Parsons Ave,,Seffner,FL,33584,18665938721,NULL,NULL,2020-12-19 16:07:41.92+00
230,2,wilmington-de-fo,Wilmington DE FO,267,WILMINGTON DE,NULL,10/1/2020,920 W Basin Road,Suite 200,New Castle,DE,19720,18666677221,NULL,NULL,2020-12-19 16:07:58.237+00
231,2,dover-de-fo,Dover DE FO,268,DOVER DE,NULL,10/1/2020,Suite 3J,655 S Bay Rd,Dover,DE,19901,18777012141,NULL,NULL,2020-12-19 16:07:41.7+00
232,2,lake-mary-fl-fo,Lake Mary FL FO,269,LAKE MARY FL,NULL,10/1/2020,Suite 2001,101 Commerce St,Lake Mary,FL,32746,18669647379,NULL,NULL,2020-12-19 16:07:47.297+00
233,2,dc-downtown-dc-fo,DC Downtown DC FO,270,DC DOWNTOWN,NULL,10/1/2020,1300 D St Sw,,Washington,DC,20024,18667083255,NULL,NULL,2020-12-19 16:07:41.352+00
234,2,san-juan-pr-fo,San Juan PR FO,271,SAN JUAN PR,NULL,10/1/2020,Monacillos Bldg 4Th Floor,Urb Caribe,San Juan,PR,926,18662700406,NULL,NULL,2020-12-19 16:07:55.839+00
235,2,ponce-pr-fo,Ponce PR FO,272,PONCE PR,NULL,10/1/2020,2190 Ponce By-Pass,,Ponce,PR,716,18663281254,NULL,NULL,2020-12-19 16:07:54.135+00
236,2,baltimore-dtn-md-fo,Baltimore Dtn MD FO,273,BALTIMORE DTN MD,NULL,10/1/2020,1010 Park Ave,Suite 200,Baltimore,MD,21201,18669319942,NULL,NULL,2020-12-19 16:07:37.779+00
237,2,salisbury-md-fo,Salisbury MD FO,274,SALISBURY MD,NULL,10/1/2020,2414 Northgate Dr,Suite 1,Salisbury,MD,21801,18662735083,NULL,NULL,2020-12-19 16:07:55.621+00
238,2,cumberland-md-fo,Cumberland MD FO,275,CUMBERLAND MD,NULL,10/1/2020,217 Glenn St,Suite 100,Cumberland,MD,21502,18669647409,NULL,NULL,2020-12-19 16:07:41.045+00
239,2,hagerstown-md-fo,Hagerstown MD FO,276,HAGERSTOWN MD,NULL,10/1/2020,1710 Underpass Way,Suite 100,Hagerstown,MD,21740,18663317125,NULL,NULL,2020-12-19 16:07:44.291+00
240,2,annapolis-md-fo,Annapolis MD FO,277,ANNAPOLIS MD,NULL,10/1/2020,185 Harry S Truman Parkway,Suite 114,Annapolis,MD,21401,18888400684,NULL,NULL,2020-12-19 16:07:37.406+00
241,2,towson-md-fo,Towson MD FO,278,TOWSON MD,NULL,10/1/2020,28 Allegheny Avenue,4Th Floor,Towson,MD,21204,18666144758,NULL,NULL,2020-12-19 16:07:57.391+00
242,2,mayaguez-pr-fo,Mayaguez PR FO,279,MAYAGUEZ PR,NULL,10/1/2020,357 Hostos Ave,Office Pk Ii Bldg,Mayaguez,PR,680,18556205726,NULL,NULL,2020-12-19 16:07:49.226+00
243,2,arecibo-pr-fo,Arecibo PR FO,280,ARECIBO PR,NULL,10/1/2020,880 Isaac Cruz Stgo St,,Arecibo,PR,612,18667543541,NULL,NULL,2020-12-19 16:07:37.476+00
244,2,caguas-pr-fo,Caguas PR FO,281,CAGUAS PR,NULL,10/1/2020,30 Padial St,Gatsby Bldg Suite 328,Caguas,PR,725,18338821200,NULL,NULL,2020-12-19 16:07:38.891+00
245,2,silver-spring-md-fo,Silver Spring MD FO,282,SILVER SPRING MD,NULL,10/1/2020,10230 New Hampshire Av,Suite 304,Silver Spring,MD,20903,18775123848,NULL,NULL,2020-12-19 16:07:56.379+00
246,2,glen-burnie-md-fo,Glen Burnie MD FO,283,GLEN BURNIE MD,NULL,10/1/2020,337 Hospital Dr,Suite 1A,Glen Burnie,MD,21061,18665289873,NULL,NULL,2020-12-19 16:07:43.793+00
247,2,st-thomas-vi-fo,St Thomas VI FO,284,ST THOMAS VI,NULL,10/1/2020,8000 Nisky Shopping Ct,1St Fl Suite 14,St Thomas,VI,802,18668761799,NULL,NULL,2020-12-19 16:07:56.876+00
248,2,richmond-dtn-va-fo,Richmond Dtn VA FO,285,RICHMOND DTN VA,NULL,10/1/2020,1834 West Cary Street,,Richmond,VA,23220,18666796684,NULL,NULL,2020-12-19 16:07:55.113+00
249,2,roanoke-va-fo,Roanoke VA FO,286,ROANOKE VA,NULL,10/1/2020,612 S Jefferson Street,Suite 100,Roanoke,VA,24011,18667018179,NULL,NULL,2020-12-19 16:07:55.274+00
250,2,norfolk-va-fo,Norfolk VA FO,287,NORFOLK VA,NULL,10/1/2020,5850 Lake Herbert Dr,First Floor,Norfolk,VA,23502,18668586089,NULL,NULL,2020-12-19 16:07:50.764+00
251,2,bristol-va-fo,Bristol VA FO,288,BRISTOL VA,NULL,10/1/2020,2484 Lee Highway,,Bristol,VA,24202,18665045013,NULL,NULL,2020-12-19 16:07:38.618+00
252,2,lynchburg-va-fo,Lynchburg VA FO,289,LYNCHBURG VA,NULL,10/1/2020,7618 Timberlake Rd,,Lynchburg,VA,24502,18669646142,NULL,NULL,2020-12-19 16:07:48.642+00
253,2,staunton-va-fo,Staunton VA FO,290,STAUNTON VA,NULL,10/1/2020,1600 N Coalter St,Grnbrier Off Pk Bldg 2,Staunton,VA,24401,18886326896,NULL,NULL,2020-12-19 16:07:56.996+00
254,2,petersburg-va-fo,Petersburg VA FO,291,PETERSBURG VA,NULL,10/1/2020,100 Poplar Drive,,Petersburg,VA,23805,18778036322,NULL,NULL,2020-12-19 16:07:53.306+00
255,2,danville-va-fo,Danville VA FO,292,DANVILLE VA,NULL,10/1/2020,3295 Us Hwy 29,,Danville,VA,24540,18663315398,NULL,NULL,2020-12-19 16:07:41.259+00
256,2,newport-news-va-fo,Newport News VA FO,293,NEWPORT NEWS VA,NULL,10/1/2020,11706 Jefferson Avenue,,Newport News,VA,23606,18663319169,NULL,NULL,2020-12-19 16:07:50.695+00
257,2,alexandria-va-fo,Alexandria VA FO,294,ALEXANDRIA VA,NULL,10/1/2020,6295 Edsall Road,Plaza 500 Suite 190,Alexandria,VA,22312,18884722402,NULL,NULL,2020-12-19 16:07:37.166+00
258,2,winchester-va-fo,Winchester VA FO,295,WINCHESTER VA,NULL,10/1/2020,323 Hope Drive,,Winchester,VA,22601,18663312320,NULL,NULL,2020-12-19 16:07:58.274+00
259,2,covington-va-fo,Covington VA FO,296,COVINGTON VA,NULL,10/1/2020,1010 S Craig Avenue,,Covington,VA,24426,18885279334,NULL,NULL,2020-12-19 16:07:40.9+00
260,2,charlottesville-fo,Charlottesville FO,297,CHARLOTTESVILLE,NULL,10/1/2020,1470 Pantops Mtn Pl,District Office,Charlottesville,VA,22911,18666133959,NULL,NULL,2020-12-19 16:07:39.256+00
261,2,wytheville-va-fo,Wytheville VA FO,298,WYTHEVILLE VA,NULL,10/1/2020,130 Withers Lane,,Wytheville,VA,24382,18886326893,NULL,NULL,2020-12-19 16:07:58.409+00
262,2,wise-va-fo,Wise VA FO,299,WISE VA,NULL,10/1/2020,253 Ridgeview Road Sw,,Wise,VA,24293,18774057843,NULL,NULL,2020-12-19 16:07:58.325+00
263,2,richmond-east-va-fo,Richmond East VA FO,300,RICHMOND EAST VA,NULL,10/1/2020,245 E. Williamsburg Rd,,Sandston,VA,23150,18662182307,NULL,NULL,2020-12-19 16:07:55.122+00
264,2,farmville-va-fo,Farmville VA FO,301,FARMVILLE VA,NULL,10/1/2020,324 Commerce Road,,Farmville,VA,23901,18662694346,NULL,NULL,2020-12-19 16:07:42.891+00
265,2,portsmouth-va-fo,Portsmouth VA FO,302,PORTSMOUTH VA,NULL,10/1/2020,3305 Airline Blvd,,Portsmouth,VA,23701,18665938851,NULL,NULL,2020-12-19 16:07:54.619+00
